relName,className,version,filePath,bug,type
src\plugin\languageidentifier\src\java\org\apache\nutch\analysis\lang\LanguageQueryFilter.java,org.apache.nutch.analysis.lang.LanguageQueryFilter,v0.7,RELATIVE:\nutch\nutch-0.7\src\plugin\languageidentifier\src\java\org\apache\nutch\analysis\lang\LanguageQueryFilter.java,0.0,NON
src\java\org\apache\nutch\searcher\RawFieldQueryFilter.java,org.apache.nutch.searcher.RawFieldQueryFilter,v0.7,RELATIVE:\nutch\nutch-0.7\src\java\org\apache\nutch\searcher\RawFieldQueryFilter.java,0.0,NON
src\java\org\apache\nutch\fs\LocalFileSystem.java,org.apache.nutch.fs.LocalFileSystem,v0.7,RELATIVE:\nutch\nutch-0.7\src\java\org\apache\nutch\fs\LocalFileSystem.java,0.0,NON
src\java\org\apache\nutch\ndfs\NDFSFile.java,org.apache.nutch.ndfs.NDFSFile,v0.7,RELATIVE:\nutch\nutch-0.7\src\java\org\apache\nutch\ndfs\NDFSFile.java,0.0,NON
src\java\org\apache\nutch\ndfs\NDFSFileInfo.java,org.apache.nutch.ndfs.NDFSFileInfo,v0.7,RELATIVE:\nutch\nutch-0.7\src\java\org\apache\nutch\ndfs\NDFSFileInfo.java,0.0,NON
src\java\org\apache\nutch\io\UTF8.java,org.apache.nutch.io.UTF8,v0.7,RELATIVE:\nutch\nutch-0.7\src\java\org\apache\nutch\io\UTF8.java,0.0,NON
src\java\org\apache\nutch\fs\NutchFileSystem.java,org.apache.nutch.fs.NutchFileSystem,v0.7,RELATIVE:\nutch\nutch-0.7\src\java\org\apache\nutch\fs\NutchFileSystem.java,0.0,NON
src\java\org\apache\nutch\fs\NFSOutputStream.java,org.apache.nutch.fs.NFSOutputStream,v0.7,RELATIVE:\nutch\nutch-0.7\src\java\org\apache\nutch\fs\NFSOutputStream.java,0.0,NON
src\java\org\apache\nutch\fs\NFSInputStream.java,org.apache.nutch.fs.NFSInputStream,v0.7,RELATIVE:\nutch\nutch-0.7\src\java\org\apache\nutch\fs\NFSInputStream.java,0.0,NON
src\java\org\apache\nutch\fs\FileUtil.java,org.apache.nutch.fs.FileUtil,v0.7,RELATIVE:\nutch\nutch-0.7\src\java\org\apache\nutch\fs\FileUtil.java,0.0,NON
