relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity
archiva-modules\archiva-base\archiva-checksum\src\main\java\org\apache\archiva\checksum\Checksum.java,1.42857142857143,3,3.92282873723917,4.756521227172129,5,0.7284313590846829,10,7.28571428571429,3,3,1,6,7,7,7,0,7,8,57,30,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,2,0,2,0,0.0
archiva-modules\archiva-base\archiva-checksum\src\main\java\org\apache\archiva\checksum\ChecksumAlgorithm.java,1.28571428571429,3,3.2999166682692405,3.87740581142552,6,0.699854212223765,9,4.42857142857143,5,5,1,6,7,7,7,1,6,5,38,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,2,0,0,0,0,0.0
archiva-modules\archiva-base\archiva-checksum\src\main\java\org\apache\archiva\checksum\ChecksummedFile.java,3.11111111111111,8,4.23249677492841,5.67508357702462,5,2.8846122190549304,28,21.2222222222222,2,2,0,9,9,9,9,1,8,16,196,104,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,25,0,25,0,0.0
archiva-modules\archiva-base\archiva-checksum\src\main\java\org\apache\archiva\checksum\Hex.java,1.5,2,2.64643934467102,3.14424756296081,1,0.5,3,7.5,1,1,2,0,2,2,2,0,2,2,19,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
archiva-modules\archiva-base\archiva-consumers\archiva-lucene-consumers\src\main\java\org\apache\archiva\consumers\lucene\NexusIndexerConsumer.java,1.38461538461538,3,5.27158158812629,5.74937897346275,9,0.624926031125843,18,7.6923076923076925,9,8,0,13,13,20,13,1,12,16,113,56,1,0,1,0,0,0,13,7,0,1,0,0,1,0.154761904761905,0.0,0,0,0,9,6,6,34,0,34,0,0.0
archiva-modules\archiva-base\archiva-indexer\src\main\java\org\apache\archiva\indexer\search\NexusRepositorySearch.java,4.375,8,4.63140184539217,6.3582615893056,2,2.3418742493994,35,28.0,3,3,0,8,8,8,8,5,3,22,231,127,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,2,72,0,72,0,0.0
archiva-modules\archiva-base\archiva-indexer\src\main\java\org\apache\archiva\indexer\search\RepositorySearch.java,0.0,0,3.42192809488736,3.51789414761962,2,0.0,0,2.5,0,0,0,2,2,2,2,0,2,8,8,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,0,0,0,0,0,0.0
archiva-modules\archiva-base\archiva-indexer\src\main\java\org\apache\archiva\indexer\search\RepositorySearchException.java,1.0,1,2.40666631674069,2.25,4,0.0,4,4.0,0,0,0,4,4,4,4,0,4,4,20,9,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0.0
archiva-modules\archiva-base\archiva-indexer\src\main\java\org\apache\archiva\indexer\search\SearchFields.java,1.0,1,3.48483538673432,3.6729885633631496,14,0.0,14,4.357142857142859,6,6,0,14,14,14,14,0,14,12,70,39,0,0,0,0,0,0,14,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,2,0,0,0,0,0.0
archiva-modules\archiva-base\archiva-indexer\src\main\java\org\apache\archiva\indexer\search\SearchResultHit.java,1.27777777777778,5,4.00185392890855,4.57296818247735,16,0.931280811902234,23,5.16666666666667,8,8,0,18,18,18,18,0,18,9,104,56,0,0,0,0,0,0,18,0,0,0,0,0,0,0.0,0.0,0,0,0,1,8,3,3,0,3,0,0.0
