Dataset,Indicator,shiftA,shiftB,shiftC,other,OOM
ECLIPSE-2007,Ranked1,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
Metrics-Repo-2010,Ranked1,0.07017543859649122,0.19298245614035087,0.43859649122807015,0.15789473684210525,0.14035087719298245
JIRA-HA-2019,Ranked1,0.02564102564102564,0.1282051282051282,0.48717948717948717,0.1282051282051282,0.23076923076923078
JIRA-RA-2019,Ranked1,0.023809523809523808,0.11904761904761904,0.42857142857142855,0.11904761904761904,0.30952380952380953
MA-SZZ-2020,Ranked1,0.08292682926829269,0.16097560975609757,0.4097560975609756,0.16585365853658537,0.18048780487804877
IND-JLMIV+R-2020,Ranked1,0.057432432432432436,0.16891891891891891,0.26013513513513514,0.27364864864864863,0.23986486486486486
ECLIPSE-2007,Ranked2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
Metrics-Repo-2010,Ranked2,0.17857142857142858,0.17857142857142858,0.19642857142857142,0.26785714285714285,0.17857142857142858
JIRA-HA-2019,Ranked2,0.0,0.3333333333333333,0.07692307692307693,0.15384615384615385,0.4358974358974359
JIRA-RA-2019,Ranked2,0.14285714285714285,0.21428571428571427,0.16666666666666666,0.23809523809523808,0.23809523809523808
MA-SZZ-2020,Ranked2,0.12195121951219512,0.24390243902439024,0.18048780487804877,0.3170731707317073,0.13658536585365855
IND-JLMIV+R-2020,Ranked2,0.09183673469387756,0.15306122448979592,0.1870748299319728,0.3333333333333333,0.23469387755102042
ECLIPSE-2007,Ranked3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
Metrics-Repo-2010,Ranked3,0.07142857142857142,0.16071428571428573,0.05357142857142857,0.39285714285714285,0.32142857142857145
JIRA-HA-2019,Ranked3,0.15384615384615385,0.05128205128205128,0.05128205128205128,0.4358974358974359,0.3076923076923077
JIRA-RA-2019,Ranked3,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.42857142857142855,0.38095238095238093
MA-SZZ-2020,Ranked3,0.14146341463414633,0.12195121951219512,0.09268292682926829,0.4878048780487805,0.15609756097560976
IND-JLMIV+R-2020,Ranked3,0.1054421768707483,0.1054421768707483,0.05102040816326531,0.40816326530612246,0.3299319727891156
ECLIPSE-2007,Top1_overlap,0.3333333333333333,0.6666666666666666,,,
Metrics-Repo-2010,Top1_overlap,0.5614035087719298,0.43859649122807015,,,
JIRA-HA-2019,Top1_overlap,0.5128205128205128,0.48717948717948717,,,
JIRA-RA-2019,Top1_overlap,0.5714285714285714,0.42857142857142855,,,
MA-SZZ-2020,Top1_overlap,0.5902439024390244,0.4097560975609756,,,
IND-JLMIV+R-2020,Top1_overlap,0.7398648648648649,0.26013513513513514,,,
ECLIPSE-2007,Top3_overlap,0.6666666666666666,0.3333333333333333,0.0,0.0,
Metrics-Repo-2010,Top3_overlap,0.43859649122807015,0.40350877192982454,0.017543859649122806,0.14035087719298245,
JIRA-HA-2019,Top3_overlap,0.5897435897435898,0.3076923076923077,0.0,0.10256410256410256,
JIRA-RA-2019,Top3_overlap,0.5476190476190477,0.4523809523809524,0.0,0.0,
MA-SZZ-2020,Top3_overlap,0.47804878048780486,0.4097560975609756,0.0,0.11219512195121951,
IND-JLMIV+R-2020,Top3_overlap,0.6621621621621622,0.2939189189189189,0.0,0.04391891891891892,
