relName,bug
core/src/main/java/org/apache/mahout/Version.java,0
core/src/main/java/org/apache/mahout/classifier/AbstractVectorClassifier.java,0
core/src/main/java/org/apache/mahout/classifier/BayesFileFormatter.java,0
core/src/main/java/org/apache/mahout/classifier/ClassifierResult.java,0
core/src/main/java/org/apache/mahout/classifier/Classify.java,0
core/src/main/java/org/apache/mahout/classifier/ConfusionMatrix.java,0
core/src/main/java/org/apache/mahout/classifier/OnlineLearner.java,0
core/src/main/java/org/apache/mahout/classifier/RegressionResultAnalyzer.java,0
core/src/main/java/org/apache/mahout/classifier/ResultAnalyzer.java,0
core/src/main/java/org/apache/mahout/clustering/AbstractCluster.java,0
core/src/main/java/org/apache/mahout/clustering/CIMapper.java,0
core/src/main/java/org/apache/mahout/clustering/CIReducer.java,0
core/src/main/java/org/apache/mahout/clustering/Cluster.java,0
core/src/main/java/org/apache/mahout/clustering/ClusterClassifier.java,0
core/src/main/java/org/apache/mahout/clustering/ClusteringPolicy.java,0
core/src/main/java/org/apache/mahout/clustering/ClusterIterator.java,0
core/src/main/java/org/apache/mahout/clustering/ClusterObservations.java,0
core/src/main/java/org/apache/mahout/clustering/DirichletClusteringPolicy.java,0
core/src/main/java/org/apache/mahout/clustering/DistanceMeasureCluster.java,0
core/src/main/java/org/apache/mahout/clustering/FuzzyKMeansClusteringPolicy.java,0
core/src/main/java/org/apache/mahout/clustering/GaussianAccumulator.java,0
core/src/main/java/org/apache/mahout/clustering/KMeansClusteringPolicy.java,0
core/src/main/java/org/apache/mahout/clustering/Model.java,0
core/src/main/java/org/apache/mahout/clustering/ModelDistribution.java,0
core/src/main/java/org/apache/mahout/clustering/OnlineGaussianAccumulator.java,0
core/src/main/java/org/apache/mahout/clustering/RunningSumsGaussianAccumulator.java,0
core/src/main/java/org/apache/mahout/clustering/WeightedPropertyVectorWritable.java,0
core/src/main/java/org/apache/mahout/clustering/WeightedVectorWritable.java,0
core/src/main/java/org/apache/mahout/common/AbstractJob.java,0
core/src/main/java/org/apache/mahout/common/ClassUtils.java,0
