relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
src/plugin/language-identifier/src/java/org/apache/nutch/analysis/lang/HTMLLanguageParser.java,4.5,8,5.925826700026269,5.36853406269225,1,2.3629078131262995,27,15.333333333333302,11,11,1,5,6,6,6,3,3,9,210,154,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,10,7,6,21,0,21,0,0.0,NON
src/plugin/language-identifier/src/java/org/apache/nutch/analysis/lang/LanguageIndexingFilter.java,1.5,3,3.97057309581168,4.54179544608462,3,0.8660254037844392,6,5.0,1,1,0,4,4,4,4,0,4,6,23,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,10,1,1,9,0,9,0,0.0,NON
src/plugin/subcollection/src/java/org/apache/nutch/collection/CollectionManager.java,2.54545454545455,5,4.63406821963797,6.0390256320198095,4,1.4373989364401698,28,11.090909090909099,4,4,1,10,11,11,11,3,8,11,128,93,1,0,1,0,0,0,11,0,0,1,0,0,1,0.152777777777778,0.0,0,0,0,4,4,4,33,0,33,0,0.0,NON
src/plugin/subcollection/src/java/org/apache/nutch/collection/Subcollection.java,1.46666666666667,5,4.0941808515407905,5.25134659025973,12,1.08730042868667,22,5.466666666666669,14,14,0,15,15,15,15,1,14,15,98,74,1,0,1,0,0,0,15,0,0,1,0,0,1,0.15625,0.0,0,0,0,0,14,2,0,0,0,0,0.0,NON
src/java/org/apache/nutch/crawl/AbstractFetchSchedule.java,1.7,4,3.9786692339592795,4.43045531482613,6,1.00498756211209,17,6.6,3,3,0,10,10,10,10,0,10,28,71,54,1,2,1,4,0,4,10,0,0,1,2,3,1,0.15151515151515196,0.0,1,0,1,1,1,1,44,0,44,0,0.0,IL
src/java/org/apache/nutch/crawl/AdaptiveFetchSchedule.java,7.0,11,4.60673935401532,5.70194964719064,0,3.7416573867739396,21,30.6666666666667,10,7,1,2,3,11,3,0,3,9,102,87,2,1,2,4,2,2,1,8,2,2,1,1,1,0.17777777777777806,0.36363636363636404,1,0,1,3,1,1,34,10,24,0,0.0,IL
src/java/org/apache/nutch/crawl/CrawlDatum.java,2.20588235294118,13,6.4554521186639295,6.0680751749391995,19,2.58706524355194,75,7.14705882352941,43,43,4,30,34,34,34,1,33,26,351,298,0,0,0,0,0,0,34,0,0,0,0,0,0,0.0,0.0,0,0,0,4,6,3,8,0,8,0,0.0,NON
src/java/org/apache/nutch/crawl/CrawlDb.java,3.25,9,4.689456210458308,6.19015328881593,4,2.9474565306378997,26,17.0,5,5,3,5,8,8,8,0,8,19,143,124,1,0,1,0,0,0,8,0,0,1,0,0,1,0.148148148148148,0.0,0,0,0,8,5,2,20,0,20,0,0.0,NON
src/java/org/apache/nutch/crawl/CrawlDbFilter.java,3.6666666666666696,7,4.554124145638321,4.998387606514821,1,2.49443825784929,11,13.666666666666698,11,11,0,3,3,3,3,0,3,7,54,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,8,5,11,0,11,0,0.0,NON
src/java/org/apache/nutch/crawl/CrawlDbMerger.java,2.5,7,5.7016004844884005,5.90377458862895,4,2.29128784747792,15,12.666666666666698,1,1,2,4,6,6,6,0,6,12,121,105,1,0,1,0,0,0,6,0,0,1,0,0,1,0.14285714285714302,0.0,0,0,0,7,1,1,6,0,6,0,0.0,NON
src/java/org/apache/nutch/crawl/CrawlDbReader.java,6.1111111111111125,19,6.13009417897635,6.25794441424521,2,6.026689609920268,55,27.6666666666667,2,2,1,8,9,9,9,2,7,25,469,403,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,11,2,2,12,0,12,0,0.0,NON
src/java/org/apache/nutch/crawl/CrawlDbReducer.java,20.3333333333333,58,4.48789327158269,6.025801256178019,1,26.637484032009397,61,70.6666666666667,8,8,0,3,3,3,3,0,3,7,222,162,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,9,4,4,120,0,120,0,0.0,NON
src/java/org/apache/nutch/crawl/DeduplicationJob.java,3.5,6,5.47963549447932,6.036233150892509,1,2.5,7,31.5,2,2,1,1,2,2,2,0,2,4,180,121,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,8,2,2,12,0,12,0,0.0,NON
src/java/org/apache/nutch/crawl/DefaultFetchSchedule.java,2.0,2,2.94770277922009,3.5569010760354103,0,0.0,2,12.0,3,0,0,1,1,10,1,0,1,7,15,8,2,0,2,1,1,0,0,9,1,2,0,0,1,0.0333333333333333,0.2,0,0,0,1,0,0,16,8,8,0,0.0,NON
src/java/org/apache/nutch/crawl/FetchSchedule.java,0.0,0,3.48681011971547,3.5556557933793096,7,0.0,0,1.57142857142857,4,4,0,7,7,7,7,0,7,26,17,12,1,0,1,0,0,0,7,0,0,1,0,0,1,0.145833333333333,0.0,0,0,0,1,0,0,0,0,0,0,0.0,NON
src/java/org/apache/nutch/crawl/FetchScheduleFactory.java,2.0,3,3.02716911844062,4.29799505257913,1,1.0,4,9.0,1,1,1,1,2,2,2,1,1,2,21,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,1,7,0,7,0,0.0,NON
src/java/org/apache/nutch/crawl/Generator.java,3.77777777777778,13,7.1060069891057,6.51304883655012,5,4.685148587179559,34,23.11111111111111,17,17,2,7,9,9,9,1,8,33,507,398,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0.0,0,0,0,16,17,3,31,0,31,0,0.0,NON
src/java/org/apache/nutch/crawl/Injector.java,2.8,8,6.5730763862730015,6.01455133446501,3,2.7129319932501104,14,19.6,4,4,1,4,5,5,5,0,5,8,268,190,1,0,1,0,0,0,5,0,0,1,0,0,1,0.138888888888889,0.0,0,0,0,7,4,2,15,0,15,0,0.0,NON
src/java/org/apache/nutch/crawl/Inlink.java,1.09090909090909,2,4.02411213966547,4.25946483007118,10,0.28747978728803397,12,3.45454545454545,2,2,2,9,11,11,11,0,11,7,42,33,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0.0,NON
src/java/org/apache/nutch/crawl/Inlinks.java,1.88888888888889,6,4.11962791919946,5.165327248659599,5,1.52347880008912,17,6.33333333333333,1,1,0,9,9,9,9,0,9,5,60,52,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,4,0,4,0,0.0,NON
src/java/org/apache/nutch/crawl/LinkDb.java,4.16666666666667,15,5.27297033425775,6.581309917987268,5,4.19986772278472,50,18.3333333333333,8,8,3,9,12,12,12,2,10,34,230,186,1,0,1,0,0,0,12,0,0,1,0,0,1,0.153846153846154,0.0,0,0,0,13,6,4,56,0,56,0,0.0,NON
src/java/org/apache/nutch/crawl/LinkDbFilter.java,5.66666666666667,13,4.49689855545056,5.129384613229919,1,5.2493385826745405,17,21.0,10,10,0,3,3,3,3,0,3,9,75,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,8,5,24,0,24,0,0.0,NON
src/java/org/apache/nutch/crawl/LinkDbMerger.java,2.0,6,5.081727678869741,6.21524612872695,6,1.6996731711976,18,9.888888888888893,2,2,2,7,9,9,9,0,9,17,93,80,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0.0,0,0,0,6,1,1,10,0,10,0,0.0,NON
src/java/org/apache/nutch/crawl/LinkDbReader.java,2.22222222222222,7,4.98823367096246,6.03302580074217,4,1.81216738114445,20,9.888888888888893,5,5,1,8,9,9,9,0,9,10,96,73,1,0,1,0,0,0,9,0,0,1,0,0,1,0.15,0.0,0,0,0,5,5,5,9,0,9,0,0.0,NON
src/java/org/apache/nutch/crawl/MD5Signature.java,2.0,2,2.8073549220576,3.3371753411230802,0,0.0,2,5.0,1,0,0,1,1,3,1,0,1,2,7,6,1,0,1,1,1,0,0,2,1,1,0,0,1,0.111111111111111,0.33333333333333304,0,0,0,2,0,0,2,0,2,0,0.0,IL
src/java/org/apache/nutch/crawl/MapWritable.java,3.0,9,5.720067304869,5.94352056143043,6,1.8330302779823402,75,12.76,10,10,1,24,25,25,25,7,18,24,379,287,0,0,0,0,0,0,25,0,0,0,0,0,0,0.0,0.0,0,0,0,6,8,4,15,0,15,0,0.0,NON
src/java/org/apache/nutch/crawl/MimeAdaptiveFetchSchedule.java,4.5,8,4.83176029357235,6.247925438915429,0,2.0615528128088303,18,22.5,17,7,1,3,4,13,4,1,3,11,107,88,3,0,3,3,3,0,2,9,2,3,0,0,1,0.393939393939394,0.4615384615384621,2,2,0,4,5,3,32,10,22,0,0.0,NON
src/java/org/apache/nutch/crawl/NutchWritable.java,1.0,1,4.324228335464061,2.72192809488736,3,0.0,3,2.3333333333333304,2,1,0,3,3,6,3,1,2,1,37,8,2,1,2,0,0,0,3,3,0,2,1,1,1,0.166666666666667,0.0,0,0,0,13,1,1,0,0,0,0,0.0,NON
src/java/org/apache/nutch/crawl/Signature.java,0.666666666666667,1,3.3248629576173596,2.93120894891032,3,0.471404520791032,2,2.3333333333333304,1,1,0,3,3,3,3,0,3,3,10,7,0,1,0,2,0,2,3,0,0,0,2,2,0,0.0,0.0,0,0,0,2,1,1,0,0,0,0,0.0,NON
src/java/org/apache/nutch/crawl/SignatureComparator.java,4.0,6,3.44144607116552,3.6561455710832,1,2.16024689946929,12,7.66666666666667,0,0,2,1,3,3,3,0,3,10,25,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
src/java/org/apache/nutch/crawl/SignatureFactory.java,2.5,4,3.02716911844062,4.36836743955838,1,1.5,5,10.0,1,1,1,1,2,2,2,1,1,2,23,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,9,0,9,0,0.0,NON
src/java/org/apache/nutch/crawl/TextProfileSignature.java,11.5,18,4.0382515798436005,5.87787234848978,0,6.5,23,44.5,2,1,1,1,2,4,2,0,2,3,108,96,1,0,1,1,1,0,1,2,1,1,0,0,1,0.19444444444444395,0.25,0,0,0,8,1,1,17,7,10,0,0.0,NON
src/java/org/apache/nutch/crawl/URLPartitioner.java,2.6666666666666696,5,4.45016258983007,5.083803782799871,1,1.6996731711976,8,11.666666666666698,8,8,0,3,3,3,3,0,3,6,45,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,3,7,3,8,0,8,0,0.0,IL
src/java/org/apache/nutch/fetcher/Fetcher.java,4.38461538461539,35,7.59660640647381,6.8312487765959595,9,8.95749330954439,57,19.61538461538461,19,19,3,10,13,13,13,3,10,16,1081,846,1,0,1,0,0,0,13,0,0,1,0,0,1,0.154761904761905,0.0,0,0,0,12,15,9,29,0,29,1,0.0009250693802035153,NON
src/java/org/apache/nutch/fetcher/FetcherOutputFormat.java,2.5,4,3.5,5.34863263149774,1,1.5,5,29.5,0,0,0,2,2,2,2,0,2,6,61,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0.0,IL
src/java/org/apache/nutch/fetcher/OldFetcher.java,2.0833333333333304,7,6.97764599211773,6.32996887122113,9,2.2157893000513904,25,9.5,17,17,3,9,12,12,12,2,10,14,409,292,1,0,1,0,0,0,12,0,0,1,0,0,1,0.153846153846154,0.0,0,0,0,9,7,5,8,0,8,0,0.0,NON
src/java/org/apache/nutch/indexer/CleaningJob.java,1.6,4,5.59114498149172,5.72701347012017,4,1.2,8,11.0,2,2,1,4,5,5,5,0,5,6,118,75,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,8,2,2,10,0,10,0,0.0,NON
src/java/org/apache/nutch/indexer/IndexWriter.java,0.0,0,4.00226808444084,3.57393489628406,7,0.0,0,1.0,1,1,0,7,7,7,7,0,7,5,10,9,1,0,1,0,0,0,7,0,0,1,0,0,1,0.145833333333333,0.0,0,0,0,1,1,1,0,0,0,0,0.0,NON
src/java/org/apache/nutch/indexer/IndexWriters.java,3.375,6,4.24877890536647,5.02240361997953,0,0.9921567416492221,27,12.25,2,2,0,8,8,8,8,0,8,13,103,77,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,18,0,18,0,0.0,NON
src/java/org/apache/nutch/indexer/IndexerMapReduce.java,6.28571428571429,27,5.25560707083758,6.48581550984536,1,8.514093957572191,44,28.714285714285694,16,16,1,6,7,7,7,2,5,19,221,164,1,0,1,0,0,0,7,0,0,1,0,0,1,0.145833333333333,0.0,0,0,0,21,11,6,92,0,92,0,0.0,NON
src/java/org/apache/nutch/indexer/IndexerOutputFormat.java,1.0,1,2.72548055699787,4.55651772861486,1,0.0,1,19.0,0,0,0,1,1,1,1,0,1,4,23,12,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,7,0,7,0,0.0,NON
src/java/org/apache/nutch/indexer/IndexingException.java,1.0,1,2.40666631674069,2.25,4,0.0,4,3.0,0,0,0,4,4,4,4,0,4,4,14,9,1,0,1,0,0,0,4,0,0,1,0,0,1,0.133333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
src/java/org/apache/nutch/indexer/IndexingFilter.java,0.0,0,4.03740119765411,3.54659356429494,1,0.0,0,2.0,1,1,0,1,1,1,1,0,1,5,5,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,5,1,1,0,0,0,0,0.0,NON
src/java/org/apache/nutch/indexer/IndexingFilters.java,2.0,3,4.22987119509338,4.36566467328439,1,1.0,4,6.5,3,3,0,2,2,2,2,0,2,6,18,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,2,7,0,7,0,0.0,NON
src/java/org/apache/nutch/indexer/IndexingFiltersChecker.java,4.4,18,4.02346518960165,6.34127864140002,4,6.8,22,20.0,2,2,1,4,5,5,5,0,5,4,105,82,1,0,1,0,0,0,5,0,0,1,0,0,1,0.138888888888889,0.0,0,0,0,25,2,2,74,0,74,1,0.009523809523809525,NON
src/java/org/apache/nutch/indexer/IndexingJob.java,2.625,12,3.83467914105159,5.76451043726992,6,3.6033838263498894,21,14.125,1,1,1,7,8,8,8,0,8,27,116,86,1,0,1,0,0,0,8,0,0,1,0,0,1,0.148148148148148,0.0,0,0,0,6,1,1,29,0,29,0,0.0,NON
src/java/org/apache/nutch/indexer/NutchDocument.java,1.53846153846154,3,4.68792397738979,5.347794505063192,8,0.7457969011409742,20,6.53846153846154,4,4,0,13,13,13,13,0,13,8,92,73,0,0,0,0,0,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,16,0,16,0,0.0,NON
src/java/org/apache/nutch/indexer/NutchField.java,2.25,8,4.2990758284717705,4.99912822016709,9,2.58602010819715,27,6.58333333333333,2,2,0,12,12,12,12,0,12,7,86,68,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,NON
src/java/org/apache/nutch/indexer/NutchIndexAction.java,1.0,1,3.82088885135019,3.32742132943338,3,0.0,3,4.33333333333333,5,5,0,3,3,3,3,0,3,4,20,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,5,0,5,0,0.0,NON
src/plugin/index-anchor/src/java/org/apache/nutch/indexer/anchor/AnchorIndexingFilter.java,3.0,6,4.21366068968818,4.60548674192318,1,2.16024689946929,9,9.0,3,3,0,3,3,3,3,0,3,6,32,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,5,2,2,8,0,8,0,0.0,NON
src/plugin/index-basic/src/java/org/apache/nutch/indexer/basic/BasicIndexingFilter.java,4.33333333333333,11,4.487122805397799,5.43486519685863,2,4.7140452079103214,13,17.3333333333333,5,5,0,3,3,3,3,0,3,7,59,44,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,9,2,2,32,0,32,0,0.0,NON
src/plugin/feed/src/java/org/apache/nutch/indexer/feed/FeedIndexingFilter.java,3.3333333333333304,8,4.10346518960165,5.15290432814291,2,3.2998316455372203,10,12.333333333333302,4,4,0,3,3,3,3,0,3,6,43,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,8,4,2,26,0,26,0,0.0,NON
src/plugin/index-metadata/src/java/org/apache/nutch/indexer/metadata/MetadataIndexer.java,5.33333333333333,13,4.03786173114279,4.85651584503689,1,5.43650214343336,16,13.666666666666698,7,7,0,3,3,3,3,0,3,6,50,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,7,7,3,16,0,16,1,0.02,NON
src/plugin/index-more/src/java/org/apache/nutch/indexer/more/MoreIndexingFilter.java,3.4,8,4.8903099202961,6.050578742903969,3,2.0591260281974,34,15.7,7,7,1,9,10,10,10,6,4,26,175,108,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,11,6,6,40,0,40,0,0.0,NON
src/plugin/index-static/src/java/org/apache/nutch/indexer/staticfield/StaticFieldIndexer.java,2.5,4,4.00862178003617,4.60782805578484,1,1.1180339887498898,10,7.75,3,3,0,4,4,4,4,1,3,7,36,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,5,2,2,3,0,3,0,0.0,NON
src/plugin/subcollection/src/java/org/apache/nutch/indexer/subcollection/SubcollectionIndexingFilter.java,1.33333333333333,3,4.477459270033349,4.71436445410166,5,0.7453559924999301,8,4.5,3,3,0,6,6,6,6,1,5,9,32,23,1,0,1,0,0,0,6,0,0,1,0,0,1,0.14285714285714302,0.0,0,0,0,8,3,3,16,0,16,0,0.0,NON
src/plugin/tld/src/java/org/apache/nutch/indexer/tld/TLDIndexingFilter.java,1.33333333333333,2,4.28679019882711,4.70767724415582,2,0.471404520791032,4,5.66666666666667,2,2,0,3,3,3,3,0,3,7,21,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,2,6,0,6,0,0.0,NON
src/plugin/urlmeta/src/java/org/apache/nutch/indexer/urlmeta/URLMetaIndexingFilter.java,2.6666666666666696,5,4.20986712190404,4.32637013015618,1,1.6996731711976,8,7.33333333333333,4,4,0,3,3,3,3,0,3,6,29,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,5,4,3,4,0,4,0,0.0,NON
