Dataset,Indicator,shiftA,shiftB,shiftC,other,OOM
ECLIPSE-2007,Ranked1,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
Metrics-Repo-2010,Ranked1,0.14035087719298245,0.15789473684210525,0.24561403508771928,0.2631578947368421,0.19298245614035087
JIRA-HA-2019,Ranked1,0.05128205128205128,0.10256410256410256,0.23076923076923078,0.46153846153846156,0.15384615384615385
JIRA-RA-2019,Ranked1,0.07142857142857142,0.023809523809523808,0.14285714285714285,0.5714285714285714,0.19047619047619047
MA-SZZ-2020,Ranked1,0.11219512195121951,0.15121951219512195,0.3170731707317073,0.34146341463414637,0.07804878048780488
IND-JLMIV+R-2020,Ranked1,0.08108108108108109,0.12162162162162163,0.17905405405405406,0.375,0.24324324324324326
ECLIPSE-2007,Ranked2,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
Metrics-Repo-2010,Ranked2,0.08928571428571429,0.08928571428571429,0.19642857142857142,0.32142857142857145,0.30357142857142855
JIRA-HA-2019,Ranked2,0.0,0.1282051282051282,0.10256410256410256,0.5128205128205128,0.2564102564102564
JIRA-RA-2019,Ranked2,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.6190476190476191,0.21428571428571427
MA-SZZ-2020,Ranked2,0.1073170731707317,0.15121951219512195,0.15121951219512195,0.48292682926829267,0.1073170731707317
IND-JLMIV+R-2020,Ranked2,0.05782312925170068,0.06462585034013606,0.1360544217687075,0.4523809523809524,0.2891156462585034
ECLIPSE-2007,Ranked3,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
Metrics-Repo-2010,Ranked3,0.08928571428571429,0.05357142857142857,0.07142857142857142,0.5178571428571429,0.26785714285714285
JIRA-HA-2019,Ranked3,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.6923076923076923,0.1794871794871795
JIRA-RA-2019,Ranked3,0.07142857142857142,0.07142857142857142,0.023809523809523808,0.5714285714285714,0.2619047619047619
MA-SZZ-2020,Ranked3,0.16585365853658537,0.1073170731707317,0.1024390243902439,0.44878048780487806,0.17560975609756097
IND-JLMIV+R-2020,Ranked3,0.05442176870748299,0.08163265306122448,0.0782312925170068,0.47619047619047616,0.30952380952380953
ECLIPSE-2007,Top1_overlap,0.6666666666666666,0.3333333333333333,,,
Metrics-Repo-2010,Top1_overlap,0.7543859649122807,0.24561403508771928,,,
JIRA-HA-2019,Top1_overlap,0.7692307692307693,0.23076923076923078,,,
JIRA-RA-2019,Top1_overlap,0.8571428571428571,0.14285714285714285,,,
MA-SZZ-2020,Top1_overlap,0.6829268292682927,0.3170731707317073,,,
IND-JLMIV+R-2020,Top1_overlap,0.8209459459459459,0.17905405405405406,,,
ECLIPSE-2007,Top3_overlap,0.0,1.0,0.0,0.0,
Metrics-Repo-2010,Top3_overlap,0.6842105263157895,0.2631578947368421,0.0,0.05263157894736842,
JIRA-HA-2019,Top3_overlap,0.8205128205128205,0.1794871794871795,0.0,0.0,
JIRA-RA-2019,Top3_overlap,0.8333333333333334,0.16666666666666666,0.0,0.0,
MA-SZZ-2020,Top3_overlap,0.551219512195122,0.3463414634146341,0.0,0.1024390243902439,
IND-JLMIV+R-2020,Top3_overlap,0.8209459459459459,0.17229729729729729,0.0,0.006756756756756757,
