relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity
bindings\src\main\java\org\apache\wss4j\binding\wss10\AttributedString.java,1.0,1,4.00217222318376,3.00567859045668,5,0.0,5,3.0,3,3,0,5,5,5,5,0,5,2,26,14,0,2,0,0,0,0,5,0,0,0,2,4,0,0.0,0.0,0,0,0,0,3,2,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\BinarySecurityTokenType.java,1.0,1,3.18083298720544,2.25,2,0.0,2,3.0,5,1,0,2,2,9,2,0,2,1,13,6,2,0,2,0,0,0,2,7,0,2,0,0,1,0.148148148148148,0.0,0,0,0,0,1,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\EmbeddedType.java,1.25,2,4.11672929667217,3.653756708287,3,0.43301270189221897,5,3.75,3,3,0,4,4,4,4,0,4,1,24,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,3,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\EncodedString.java,1.0,1,3.18083298720544,2.25,2,0.0,2,3.0,4,1,0,2,2,7,2,0,2,1,13,6,1,1,1,0,0,0,2,5,0,1,2,2,1,0.111111111111111,0.0,0,0,0,0,1,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\KeyIdentifierType.java,1.0,1,3.18083298720544,2.25,2,0.0,2,3.0,5,1,0,2,2,9,2,0,2,1,13,6,2,0,2,0,0,0,2,7,0,2,0,0,1,0.148148148148148,0.0,0,0,0,0,1,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\ObjectFactory.java,1.0,1,4.8117321631163605,4.60359013195954,22,0.0,22,2.95454545454545,10,10,0,22,22,22,22,0,22,10,87,54,0,0,0,0,0,0,22,0,0,0,0,0,0,0.0,0.0,0,0,0,11,10,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\PasswordString.java,1.0,1,3.18083298720544,2.25,2,0.0,2,3.0,4,1,0,2,2,7,2,0,2,1,13,6,1,0,1,0,0,0,2,5,0,1,0,0,1,0.111111111111111,0.0,0,0,0,0,1,1,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\ReferenceType.java,1.0,1,3.72116265936941,3.2680488287579603,5,0.0,5,3.0,3,3,0,5,5,5,5,0,5,2,25,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,2,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\SecurityHeaderType.java,1.5,2,3.653756708287,3.18083298720544,1,0.5,3,4.5,2,2,0,2,2,2,2,0,2,0,15,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,0,0,0,0,0.0
bindings\src\main\java\org\apache\wss4j\binding\wss10\SecurityTokenReferenceType.java,1.4,2,4.3916358740113,3.7848977027564095,3,0.489897948556636,7,4.2,4,4,0,5,5,5,5,0,5,1,34,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,3,0,0,0,0,0.0
