relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity
parquet-common\src\main\java\parquet\Ints.java,1.5,2,1.5,2.5220552088742,1,0.5,3,4.0,0,0,1,1,2,2,2,1,1,1,10,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
parquet-common\src\main\java\parquet\Log.java,1.4,2,5.61745701487946,4.0941051871352,6,0.489897948556636,14,4.6,8,8,1,9,10,10,10,0,10,14,94,67,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,5,4,0,0,0,0,0.0
parquet-common\src\main\java\parquet\ParquetRuntimeException.java,1.0,1,2.59958123064607,2.25,4,0.0,4,3.0,1,1,0,4,4,4,4,0,4,4,15,10,1,1,1,0,0,0,4,0,0,1,8,8,1,0.133333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0.0
parquet-common\src\main\java\parquet\Preconditions.java,1.6666666666666698,2,3.32323142879762,3.36804242257272,1,0.471404520791032,5,4.0,0,0,2,1,3,3,3,1,2,4,14,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0
parquet-common\src\main\java\parquet\Version.java,3.4,6,3.66449777920046,5.2372851344825,1,1.62480768092719,17,11.6,3,3,5,0,5,5,5,4,1,5,63,45,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,1,3,2,6,0,6,0,0.0
parquet-avro\src\main\java\parquet\avro\AvroIndexedRecordConverter.java,3.25,14,5.65625046914569,5.60395761800158,4,4.17582327212252,26,10.375,5,5,1,7,8,11,8,2,6,11,327,215,2,0,2,3,3,0,5,3,3,2,0,0,1,0.351851851851852,0.545454545454545,0,0,0,18,5,5,41,0,41,0,0.0
parquet-avro\src\main\java\parquet\avro\AvroParquetInputFormat.java,1.0,1,2.94770277922009,3.08505510275648,2,0.0,2,3.0,6,0,1,1,2,18,2,0,2,2,8,5,2,0,2,0,0,0,2,16,0,2,0,0,1,0.148148148148148,0.0,0,0,0,2,0,0,9,2,7,0,0.0
parquet-avro\src\main\java\parquet\avro\AvroParquetOutputFormat.java,1.0,1,2.94770277922009,3.08505510275648,2,0.0,2,3.0,9,0,1,1,2,20,2,0,2,2,8,5,2,0,2,0,0,0,2,18,0,2,0,0,1,0.148148148148148,0.0,0,0,0,2,0,0,10,2,8,0,0.0
parquet-avro\src\main\java\parquet\avro\AvroParquetReader.java,1.0,1,3.05656476213095,3.0900327766014803,2,0.0,2,3.0,1,0,0,2,2,6,2,0,2,3,8,5,1,0,1,0,0,0,2,4,0,1,0,0,1,0.111111111111111,0.0,0,0,0,3,0,0,7,7,0,0,0.0
parquet-avro\src\main\java\parquet\avro\AvroParquetWriter.java,1.0,1,3.0104340890333394,4.03442255571574,3,0.0,3,5.66666666666667,3,0,0,3,3,8,3,0,3,13,19,7,1,0,1,0,0,0,3,5,0,1,0,0,1,0.125,0.0,0,0,0,4,0,0,24,14,10,0,0.0
