relName,bug
src/com/ecyrd/jspwiki/tags/PageDateTag.java,0
src/com/ecyrd/jspwiki/tags/PageTypeTag.java,0
src/com/ecyrd/jspwiki/attachment/AttachmentManager.java,0
src/com/ecyrd/jspwiki/WikiPage.java,0
src/com/ecyrd/jspwiki/diff/DifferenceManager.java,0
src/com/ecyrd/jspwiki/tags/WikiTagBase.java,0
src/com/ecyrd/jspwiki/forms/FormOutput.java,0
src/com/ecyrd/jspwiki/plugin/BugReportHandler.java,0
src/com/ecyrd/jspwiki/plugin/Image.java,0
src/com/ecyrd/jspwiki/plugin/RecentChangesPlugin.java,0
src/com/ecyrd/jspwiki/plugin/WeblogArchivePlugin.java,0
src/com/ecyrd/jspwiki/plugin/WeblogPlugin.java,0
src/com/ecyrd/jspwiki/tags/CalendarTag.java,0
src/com/ecyrd/jspwiki/tags/CommentLinkTag.java,0
src/com/ecyrd/jspwiki/tags/DiffLinkTag.java,0
src/com/ecyrd/jspwiki/tags/EditLinkTag.java,0
src/com/ecyrd/jspwiki/tags/LinkToTag.java,0
src/com/ecyrd/jspwiki/tags/UploadLinkTag.java,0
src/com/ecyrd/jspwiki/xmlrpc/RPCHandler.java,0
src/com/ecyrd/jspwiki/plugin/Counter.java,0
src/com/ecyrd/jspwiki/plugin/CurrentTimePlugin.java,0
src/com/ecyrd/jspwiki/plugin/WeblogEntryPlugin.java,0
src/com/ecyrd/jspwiki/tags/PluginTag.java,0
src/com/ecyrd/jspwiki/tags/CheckVersionTag.java,0
src/com/ecyrd/jspwiki/url/DefaultURLConstructor.java,0
src/com/ecyrd/jspwiki/url/ShortURLConstructor.java,0
src/com/ecyrd/jspwiki/url/URLConstructor.java,0
src/com/ecyrd/jspwiki/providers/FastSearch.java,0
src/com/ecyrd/jspwiki/auth/permissions/DeletePermission.java,0
src/com/ecyrd/jspwiki/auth/modules/FileAuthenticator.java,0
src/com/ecyrd/jspwiki/tags/InsertPageTag.java,0
src/com/ecyrd/jspwiki/xmlrpc/WikiRPCHandler.java,0
src/com/ecyrd/jspwiki/acl/AclEntryImpl.java,0
src/com/ecyrd/jspwiki/plugin/InsertPage.java,0
src/com/ecyrd/jspwiki/FileUtil.java,0
src/com/ecyrd/jspwiki/FileUtil14.java,0
src/com/ecyrd/jspwiki/PageManager.java,0
src/com/ecyrd/jspwiki/PageTimeComparator.java,0
src/com/ecyrd/jspwiki/auth/UserProfile.java,0
src/com/ecyrd/jspwiki/providers/BasicAttachmentProvider.java,0
src/com/ecyrd/jspwiki/providers/FileSystemProvider.java,0
src/com/ecyrd/jspwiki/tags/AttachmentsIteratorTag.java,0
src/com/ecyrd/jspwiki/tags/BreadcrumbsTag.java,0
src/com/ecyrd/jspwiki/xmlrpc/MetaWeblogHandler.java,0
src/com/ecyrd/jspwiki/xmlrpc/RPCHandlerUTF8.java,0
src/com/ecyrd/jspwiki/xmlrpc/RPCServlet.java,0
src/com/ecyrd/jspwiki/tags/VariableTag.java,0
src/com/ecyrd/jspwiki/auth/UserDatabase.java,0
src/com/ecyrd/jspwiki/auth/WikiAuthorizer.java,0
src/com/ecyrd/jspwiki/auth/WikiPrincipal.java,0
src/com/ecyrd/jspwiki/rss/Feed.java,0
src/com/ecyrd/jspwiki/NoRequiredPropertyException.java,0
src/com/ecyrd/jspwiki/plugin/PluginException.java,0
src/com/ecyrd/jspwiki/tags/UserNameTag.java,0
src/com/ecyrd/jspwiki/diff/ExternalDiffProvider.java,0
src/com/ecyrd/jspwiki/auth/permissions/UploadPermission.java,0
src/com/ecyrd/jspwiki/util/PriorityList.java,0
src/com/ecyrd/jspwiki/auth/modules/PageAuthorizer.java,0
src/com/ecyrd/jspwiki/tags/IncludeTag.java,0
src/com/ecyrd/jspwiki/util/ClassUtil.java,0
src/com/ecyrd/jspwiki/providers/VersioningFileProvider.java,0
