Dataset,Indicator,shiftA,shiftB,shiftC,other,OOM
ECLIPSE-2007,Ranked1,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
Metrics-Repo-2010,Ranked1,0.05263157894736842,0.12280701754385964,0.14035087719298245,0.6842105263157895,0.0
JIRA-HA-2019,Ranked1,0.07692307692307693,0.15384615384615385,0.1282051282051282,0.6410256410256411,0.0
JIRA-RA-2019,Ranked1,0.047619047619047616,0.0,0.14285714285714285,0.8095238095238095,0.0
MA-SZZ-2020,Ranked1,0.03902439024390244,0.13170731707317074,0.2097560975609756,0.6195121951219512,0.0
IND-JLMIV+R-2020,Ranked1,0.057692307692307696,0.14423076923076922,0.23076923076923078,0.5673076923076923,0.0
ECLIPSE-2007,Ranked2,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
Metrics-Repo-2010,Ranked2,0.10526315789473684,0.08771929824561403,0.14035087719298245,0.6666666666666666,0.0
JIRA-HA-2019,Ranked2,0.02564102564102564,0.05128205128205128,0.1282051282051282,0.7948717948717948,0.0
JIRA-RA-2019,Ranked2,0.09523809523809523,0.09523809523809523,0.07142857142857142,0.7380952380952381,0.0
MA-SZZ-2020,Ranked2,0.1024390243902439,0.09268292682926829,0.16585365853658537,0.6390243902439025,0.0
IND-JLMIV+R-2020,Ranked2,0.09615384615384616,0.09615384615384616,0.10576923076923077,0.7019230769230769,0.0
ECLIPSE-2007,Ranked3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
Metrics-Repo-2010,Ranked3,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.7368421052631579,0.0
JIRA-HA-2019,Ranked3,0.1282051282051282,0.15384615384615385,0.10256410256410256,0.6153846153846154,0.0
JIRA-RA-2019,Ranked3,0.09523809523809523,0.14285714285714285,0.07142857142857142,0.6904761904761905,0.0
MA-SZZ-2020,Ranked3,0.1024390243902439,0.06829268292682927,0.06829268292682927,0.7609756097560976,0.0
IND-JLMIV+R-2020,Ranked3,0.0673076923076923,0.09615384615384616,0.125,0.7115384615384616,0.0
ECLIPSE-2007,Top1_overlap,0.6666666666666666,0.3333333333333333,,,
Metrics-Repo-2010,Top1_overlap,0.8596491228070176,0.14035087719298245,,,
JIRA-HA-2019,Top1_overlap,0.8717948717948718,0.1282051282051282,,,
JIRA-RA-2019,Top1_overlap,0.8571428571428571,0.14285714285714285,,,
MA-SZZ-2020,Top1_overlap,0.7902439024390244,0.2097560975609756,,,
IND-JLMIV+R-2020,Top1_overlap,0.7692307692307693,0.23076923076923078,,,
ECLIPSE-2007,Top3_overlap,0.6666666666666666,0.0,0.0,0.3333333333333333,
Metrics-Repo-2010,Top3_overlap,0.7543859649122807,0.24561403508771928,0.0,0.0,
JIRA-HA-2019,Top3_overlap,0.717948717948718,0.28205128205128205,0.0,0.0,
JIRA-RA-2019,Top3_overlap,0.8809523809523809,0.11904761904761904,0.0,0.0,
MA-SZZ-2020,Top3_overlap,0.7658536585365854,0.2097560975609756,0.0,0.024390243902439025,
IND-JLMIV+R-2020,Top3_overlap,0.7019230769230769,0.27884615384615385,0.0,0.019230769230769232,
