relName,numbers,className,version,filePath,bug
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.2.6,RELATIVE:\shiro\shiro-1.2.6\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.3.0,RELATIVE:\shiro\shiro-1.3.0\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\SecurityUtils.java,10,org.apache.shiro.SecurityUtils,v1.3.1,RELATIVE:\shiro\shiro-1.3.1\core\src\main\java\org\apache\shiro\SecurityUtils.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.2.6,RELATIVE:\shiro\shiro-1.2.6\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.3.0,RELATIVE:\shiro\shiro-1.3.0\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\ShiroException.java,10,org.apache.shiro.ShiroException,v1.3.1,RELATIVE:\shiro\shiro-1.3.1\core\src\main\java\org\apache\shiro\ShiroException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.2.6,RELATIVE:\shiro\shiro-1.2.6\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.3.0,RELATIVE:\shiro\shiro-1.3.0\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,10,org.apache.shiro.UnavailableSecurityManagerException,v1.3.1,RELATIVE:\shiro\shiro-1.3.1\core\src\main\java\org\apache\shiro\UnavailableSecurityManagerException.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.2.6,RELATIVE:\shiro\shiro-1.2.6\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.3.0,RELATIVE:\shiro\shiro-1.3.0\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,10,org.apache.shiro.aop.AnnotationHandler,v1.3.1,RELATIVE:\shiro\shiro-1.3.1\core\src\main\java\org\apache\shiro\aop\AnnotationHandler.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.2.6,RELATIVE:\shiro\shiro-1.2.6\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.3.0,RELATIVE:\shiro\shiro-1.3.0\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,10,org.apache.shiro.aop.AnnotationMethodInterceptor,v1.3.1,RELATIVE:\shiro\shiro-1.3.1\core\src\main\java\org\apache\shiro\aop\AnnotationMethodInterceptor.java,0.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,0.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,1.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,1.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,1.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,1.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,1.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,1.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.2.6,RELATIVE:\shiro\shiro-1.2.6\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,1.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.3.0,RELATIVE:\shiro\shiro-1.3.0\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,1.0
core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,10,org.apache.shiro.aop.DefaultAnnotationResolver,v1.3.1,RELATIVE:\shiro\shiro-1.3.1\core\src\main\java\org\apache\shiro\aop\DefaultAnnotationResolver.java,1.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.2.6,RELATIVE:\shiro\shiro-1.2.6\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.3.0,RELATIVE:\shiro\shiro-1.3.0\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,10,org.apache.shiro.aop.MethodInterceptorSupport,v1.3.1,RELATIVE:\shiro\shiro-1.3.1\core\src\main\java\org\apache\shiro\aop\MethodInterceptorSupport.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.2.6,RELATIVE:\shiro\shiro-1.2.6\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.3.0,RELATIVE:\shiro\shiro-1.3.0\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,10,org.apache.shiro.authc.AbstractAuthenticator,v1.3.1,RELATIVE:\shiro\shiro-1.3.1\core\src\main\java\org\apache\shiro\authc\AbstractAuthenticator.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.2.6,RELATIVE:\shiro\shiro-1.2.6\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.3.0,RELATIVE:\shiro\shiro-1.3.0\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AccountException.java,10,org.apache.shiro.authc.AccountException,v1.3.1,RELATIVE:\shiro\shiro-1.3.1\core\src\main\java\org\apache\shiro\authc\AccountException.java,0.0
core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,10,org.apache.shiro.authc.AuthenticationException,v1.1.0,RELATIVE:\shiro\shiro-1.1.0\core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,0.0
core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,10,org.apache.shiro.authc.AuthenticationException,v1.2.0,RELATIVE:\shiro\shiro-1.2.0\core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,0.0
core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,10,org.apache.shiro.authc.AuthenticationException,v1.2.1,RELATIVE:\shiro\shiro-1.2.1\core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,0.0
core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,10,org.apache.shiro.authc.AuthenticationException,v1.2.2,RELATIVE:\shiro\shiro-1.2.2\core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,0.0
core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,10,org.apache.shiro.authc.AuthenticationException,v1.2.3,RELATIVE:\shiro\shiro-1.2.3\core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,0.0
core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,10,org.apache.shiro.authc.AuthenticationException,v1.2.4,RELATIVE:\shiro\shiro-1.2.4\core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,0.0
core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,10,org.apache.shiro.authc.AuthenticationException,v1.2.5,RELATIVE:\shiro\shiro-1.2.5\core\src\main\java\org\apache\shiro\authc\AuthenticationException.java,0.0
