relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
tika-app/src/main/java/org/apache/tika/cli/TikaCLI.java,2.5,11,4.102678595702851,5.5019868404164605,6,3.2787192621509997,20,15.75,4,4,1,7,8,8,8,5,3,2,132,107,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,6,2,2,11,0,11,0,0.0,NON
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,1.7647058823529398,6,4.55980052652119,5.86370548362368,12,1.39450230483879,30,6.47058823529412,3,3,4,13,17,17,17,3,14,21,116,77,0,0,0,0,0,0,17,0,0,0,0,0,0,0.0,0.0,0,0,0,6,3,3,11,0,11,0,0.0,NON
tika-core/src/main/java/org/apache/tika/detect/CompositeDetector.java,2.0,3,3.1898980954642897,3.78890976555739,1,1.0,4,7.0,1,1,0,2,2,2,2,0,2,3,17,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,2,0,2,0,0.0,NON
tika-core/src/main/java/org/apache/tika/detect/Detector.java,0.0,0,3.0,2.8073549220576,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0.0,NON
tika-core/src/main/java/org/apache/tika/detect/MagicDetector.java,5.25,13,3.8100810205217295,4.38096308904343,2,4.9180788932265,21,22.0,8,8,0,4,4,4,4,0,4,12,98,68,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,0,0,0,0,0.0,NON
tika-core/src/main/java/org/apache/tika/detect/NameDetector.java,6.0,11,3.3371753411230802,4.39994236253975,1,5.0,12,20.5,1,1,0,2,2,2,2,0,2,4,44,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,2,0,2,0,0.0,NON
tika-core/src/main/java/org/apache/tika/detect/TextDetector.java,5.0,5,3.07817586508658,3.7941049456316,0,0.0,5,20.0,2,2,0,1,1,1,1,0,1,2,32,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0.0,NON
tika-core/src/main/java/org/apache/tika/detect/TypeDetector.java,3.0,3,3.0,3.48171457298607,0,0.0,3,10.0,0,0,0,1,1,1,1,0,1,2,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,4,0,4,0,0.0,NON
tika-core/src/main/java/org/apache/tika/detect/XmlRootExtractor.java,1.5,2,4.0902340121451415,4.37085907723268,1,0.5,3,8.5,1,1,0,2,2,2,2,0,2,2,30,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,2,0,2,1,0.03333333333333333,NON
tika-core/src/main/java/org/apache/tika/exception/TikaException.java,1.0,1,2.44643934467102,2.18670434591002,2,0.0,2,3.0,0,0,0,2,2,2,2,0,2,3,8,5,1,1,1,0,0,0,2,0,0,1,1,1,1,0.111111111111111,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
