relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
src/java/org/apache/commons/collections/ArrayStack.java,1.7,3,3.63350599497837,3.9810228815024704,4,0.640312423743285,17,6.5,1,1,0,10,10,10,10,0,10,4,68,46,1,0,1,0,0,0,10,0,0,1,0,0,1,0.15151515151515196,0.0,0,0,0,1,0,0,2,0,2,0,0.0,NON
src/java/org/apache/commons/collections/Bag.java,0.0,0,3.7724496208421803,3.70487192479976,11,0.0,0,1.0,0,0,0,11,11,11,11,0,11,10,13,12,1,0,1,0,0,0,11,0,0,1,0,0,1,0.152777777777778,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
src/java/org/apache/commons/collections/BagUtils.java,1.0,1,4.0397170014624795,4.04768393945665,11,0.0,11,2.90909090909091,2,2,10,1,11,11,11,0,11,16,36,24,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,16,0,0,26,0,26,0,0.0,NON
src/java/org/apache/commons/collections/BeanMap.java,2.09375,8,5.386102635739349,6.22066958576991,23,2.0669932117692102,67,8.9375,6,6,0,32,32,32,32,10,22,37,375,231,1,0,1,0,0,0,32,0,0,1,0,0,1,0.161616161616162,0.0,0,0,0,3,4,1,6,0,6,0,0.0,NON
src/java/org/apache/commons/collections/BidiMap.java,0.0,0,3.00160949705903,2.8140154482997204,5,0.0,0,1.0,0,0,0,5,5,5,5,0,5,4,7,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,NON
src/java/org/apache/commons/collections/BinaryHeap.java,1.67857142857143,4,4.772798459637968,5.033735109381532,16,0.9278843611976128,47,7.928571428571429,5,5,0,28,28,28,28,8,20,24,230,164,1,0,1,0,0,0,28,0,0,1,0,0,1,0.160919540229885,0.0,0,0,0,1,1,1,2,0,2,0,0.0,NON
src/java/org/apache/commons/collections/BoundedCollection.java,0.0,0,2.0,1.0,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,0,4,3,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
src/java/org/apache/commons/collections/BoundedFifoBuffer.java,2.0,5,4.499227547132692,4.55489528440845,7,1.30930734141595,28,9.285714285714286,5,5,0,14,14,14,14,2,12,5,138,103,1,0,1,0,0,0,14,0,0,1,0,0,1,0.155555555555556,0.0,0,0,0,2,0,0,6,0,6,0,0.0,NON
src/java/org/apache/commons/collections/BoundedMap.java,0.0,0,2.0,1.0,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,0,4,3,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
src/java/org/apache/commons/collections/Buffer.java,0.0,0,2.25162916738782,1.5,2,0.0,0,1.0,0,0,0,2,2,2,2,0,2,0,4,3,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
