Dataset,Indicator,shiftA,shiftB,shiftC,other,OOM
ECLIPSE-2007,Ranked1,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
Metrics-Repo-2010,Ranked1,0.05263157894736842,0.2982456140350877,0.543859649122807,0.10526315789473684,0.0
JIRA-HA-2019,Ranked1,0.02564102564102564,0.15384615384615385,0.358974358974359,0.46153846153846156,0.0
JIRA-RA-2019,Ranked1,0.023809523809523808,0.14285714285714285,0.38095238095238093,0.4523809523809524,0.0
MA-SZZ-2020,Ranked1,0.04878048780487805,0.12195121951219512,0.5707317073170731,0.25853658536585367,0.0
IND-JLMIV+R-2020,Ranked1,0.009615384615384616,0.22115384615384615,0.5384615384615384,0.23076923076923078,0.0
ECLIPSE-2007,Ranked2,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
Metrics-Repo-2010,Ranked2,0.12280701754385964,0.2631578947368421,0.17543859649122806,0.43859649122807015,0.0
JIRA-HA-2019,Ranked2,0.05128205128205128,0.2564102564102564,0.20512820512820512,0.48717948717948717,0.0
JIRA-RA-2019,Ranked2,0.14285714285714285,0.11904761904761904,0.14285714285714285,0.5952380952380952,0.0
MA-SZZ-2020,Ranked2,0.11707317073170732,0.2731707317073171,0.13170731707317074,0.47804878048780486,0.0
IND-JLMIV+R-2020,Ranked2,0.20192307692307693,0.21153846153846154,0.1346153846153846,0.4519230769230769,0.0
ECLIPSE-2007,Ranked3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
Metrics-Repo-2010,Ranked3,0.19298245614035087,0.07017543859649122,0.08771929824561403,0.6491228070175439,0.0
JIRA-HA-2019,Ranked3,0.28205128205128205,0.15384615384615385,0.02564102564102564,0.5384615384615384,0.0
JIRA-RA-2019,Ranked3,0.19047619047619047,0.09523809523809523,0.14285714285714285,0.5714285714285714,0.0
MA-SZZ-2020,Ranked3,0.2097560975609756,0.18048780487804877,0.03414634146341464,0.5756097560975609,0.0
IND-JLMIV+R-2020,Ranked3,0.14423076923076922,0.14423076923076922,0.04807692307692308,0.6634615384615384,0.0
ECLIPSE-2007,Top1_overlap,0.3333333333333333,0.6666666666666666,,,
Metrics-Repo-2010,Top1_overlap,0.45614035087719296,0.543859649122807,,,
JIRA-HA-2019,Top1_overlap,0.6410256410256411,0.358974358974359,,,
JIRA-RA-2019,Top1_overlap,0.6190476190476191,0.38095238095238093,,,
MA-SZZ-2020,Top1_overlap,0.4292682926829268,0.5707317073170731,,,
IND-JLMIV+R-2020,Top1_overlap,0.46153846153846156,0.5384615384615384,,,
ECLIPSE-2007,Top3_overlap,0.3333333333333333,0.6666666666666666,0.0,0.0,
Metrics-Repo-2010,Top3_overlap,0.3684210526315789,0.45614035087719296,0.0,0.17543859649122806,
JIRA-HA-2019,Top3_overlap,0.5128205128205128,0.358974358974359,0.0,0.1282051282051282,
JIRA-RA-2019,Top3_overlap,0.6190476190476191,0.2619047619047619,0.0,0.11904761904761904,
MA-SZZ-2020,Top3_overlap,0.3902439024390244,0.4634146341463415,0.0,0.14634146341463414,
IND-JLMIV+R-2020,Top3_overlap,0.40384615384615385,0.3942307692307692,0.0,0.20192307692307693,
