Dataset,Ranked,shiftA,shiftB,shiftC,other,OOM
ECLIPSE-2007,Ranked1,0.0,0.0,1.0,0.0,0.0
Metrics-Repo-2010,Ranked1,0.07017543859649122,0.19298245614035087,0.49122807017543857,0.24561403508771928,0.0
JIRA-HA-2019,Ranked1,0.05128205128205128,0.10256410256410256,0.358974358974359,0.48717948717948717,0.0
JIRA-RA-2019,Ranked1,0.07142857142857142,0.07142857142857142,0.4523809523809524,0.40476190476190477,0.0
MA-SZZ-2020,Ranked1,0.06829268292682927,0.14146341463414633,0.2634146341463415,0.526829268292683,0.0
ECLIPSE-2007,Ranked2,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
Metrics-Repo-2010,Ranked2,0.22807017543859648,0.15789473684210525,0.12280701754385964,0.49122807017543857,0.0
JIRA-HA-2019,Ranked2,0.07692307692307693,0.20512820512820512,0.1794871794871795,0.5384615384615384,0.0
JIRA-RA-2019,Ranked2,0.07142857142857142,0.19047619047619047,0.023809523809523808,0.7142857142857143,0.0
MA-SZZ-2020,Ranked2,0.11219512195121951,0.2,0.09268292682926829,0.5951219512195122,0.0
ECLIPSE-2007,Ranked3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
Metrics-Repo-2010,Ranked3,0.10526315789473684,0.17543859649122806,0.12280701754385964,0.5964912280701754,0.0
JIRA-HA-2019,Ranked3,0.10256410256410256,0.15384615384615385,0.07692307692307693,0.6666666666666666,0.0
JIRA-RA-2019,Ranked3,0.07142857142857142,0.07142857142857142,0.09523809523809523,0.7619047619047619,0.0
MA-SZZ-2020,Ranked3,0.12195121951219512,0.13170731707317074,0.06829268292682927,0.6780487804878049,0.0
